KakaoTalk Chats 자전컴과방 (27)
Date Saved : 1:13PM, January 21, 2014


11:36AM, March 8, 2013
6:46PM, June 9, 2013, 오성민 : fsm보면 업ㄱ는딩
6:46PM, June 9, 2013, 이현제 : 리셋 안 만들고 시뮬레이션 돌려보셔요 ㅋㅋㅋ
6:47PM, June 9, 2013, 이현제 : 몽땅 플로팅이 무엇인지 눈으로 한 번 확인해보시면...ㅎㅎ
6:47PM, June 9, 2013, 동권 : 시뮬레이션 공부 안한거 티내는중ㅋㅋ
6:47PM, June 9, 2013, 동권 : 물론 실제회로엔 언디파인드라는 상태가 없어서 작동이야 하지만
6:48PM, June 9, 2013, 동권 : 불안정하지
6:49PM, June 9, 2013, 동권 : 시뮬레이션에서 인풋값 다 초기화 안시켜주면 얄짤없이 다 플로팅임ㅋㅋㅌ
6:50PM, June 9, 2013, 오성민 : <Photo>
6:51PM, June 9, 2013, 오성민 : <Photo>
6:51PM, June 9, 2013, 오성민 : 얘네 논설실 피피티에 잇는 fsm인데
6:51PM, June 9, 2013, 오성민 : 0011이나 1100 레콩나이저
6:51PM, June 9, 2013, 오성민 : 근데 왜 밑에건 A라는 초기스테이트가 잇는데 위에는 업ㄱ을까
6:52PM, June 9, 2013, 오성민 : 글구 피피티에 있는 테이블에도 리셋이 없는딩(헤롱)
6:52PM, June 9, 2013, 동권 : 밑에도 A가 시작이라는 표기는 없자나
6:52PM, June 9, 2013, 오성민 : 글킨함 그래서 밑에거에서
6:52PM, June 9, 2013, 오성민 : A아에 업에면 안됨?
6:54PM, June 9, 2013, 동권 : 리셋 줘서 리셋 1이면 A로 가라고 해야되는데 걍 생략한거일듯
6:54PM, June 9, 2013, 오성민 : 위에건?
6:54PM, June 9, 2013, 동권 : A없애면
6:54PM, June 9, 2013, 동권 : 초기값 뭘로주ㅗ
6:54PM, June 9, 2013, 동권 : 줘
6:54PM, June 9, 2013, 동권 : 위도 a겠지
6:54PM, June 9, 2013, 오성민 : 거기에 리셋 잇아야 하는갸?
6:54PM, June 9, 2013, 동권 : 글치
6:55PM, June 9, 2013, 동권 : 그냥 FSM첫부분 보면
6:55PM, June 9, 2013, 동권 : 그런거 나올텐데
6:58PM, June 9, 2013, 오성민 : 잉 피피티만봐서업ㄱ는건가
6:58PM, June 9, 2013, 오성민 : <Photo>
6:58PM, June 9, 2013, 오성민 : <Photo>
6:58PM, June 9, 2013, 오성민 : <Photo>
6:58PM, June 9, 2013, 오성민 : 젤밑에게 아까 위에 스텟다이어그램으러 한 건데..
6:59PM, June 9, 2013, 오성민 : 리셋이음써 ㅠ
6:59PM, June 9, 2013, 오성민 : 위에 두개는 카운터인데 역시 없고
7:15PM, June 9, 2013, 동권 : 이번학기 안들어서
7:16PM, June 9, 2013, 동권 : 저것들은 몰겟다 ㅋㅋ
7:16PM, June 9, 2013, 동권 : 근데 있어도 틀린건 아니고
7:16PM, June 9, 2013, 동권 : 없어도 되는겆
7:16PM, June 9, 2013, 동권 : 리셋 안만들어줘도
7:16PM, June 9, 2013, 동권 : 인풋 다 초기화 되있으면 상관없지
7:16PM, June 9, 2013, 오성민 : 근데 있으면 스테이트 표현하는데 드는 비트수가....(헤롱)
7:16PM, June 9, 2013, 오성민 : 그러니까 만드려면..
7:16PM, June 9, 2013, 동권 : 카운터는 1이랑 클럭이 인풋이니까업ㄲㅎ
7:16PM, June 9, 2013, 동권 : 리셋은
7:17PM, June 9, 2013, 동권 : 스테이트가아니라
7:17PM, June 9, 2013, 동권 : 인풋입니당...
7:17PM, June 9, 2013, 오성민 : 오홍홍 어키
7:18PM, June 9, 2013, 오성민 : 아아아ㅏ
7:18PM, June 9, 2013, 오성민 : 아차 내말은 리셋을 두면 아까 첨에 보여준 그림에서
7:18PM, June 9, 2013, 오성민 : A라는 스테이트를 따로 둬야 하잔우
7:19PM, June 9, 2013, 오성민 : 스트링레콩나이저 같은건 리셋이 필요한가?
7:20PM, June 9, 2013, 동권 : 그럼 시작점이 어딘지 어떻게알아 ㅋㅋ
7:20PM, June 9, 2013, 오성민 : 몰라도 어차피 플립플롭에 값이 현재 스테이트를 정확히 알려주지안아?
7:21PM, June 9, 2013, 오성민 : <Photo>
7:21PM, June 9, 2013, 오성민 : 요고같은경우 리셋이 없으면 스테이트 A가 없어도 될텐데
7:22PM, June 9, 2013, 동권 : 그니까 동작 시작할때 스테이트값을 줄수가없잖아
7:22PM, June 9, 2013, 동권 : 시작할때 00인지 어떻게 알아
7:23PM, June 9, 2013, 동권 : 그냥 자이링스 깐거 켜서 시뮬레이션부분 보면서
7:23PM, June 9, 2013, 동권 : 리셋 없으면 어떻게될지 생각해봐
7:23PM, June 9, 2013, 동권 : 아예 초기값이 뭔지를 모르는게
7:23PM, June 9, 2013, 동권 : 데
7:23PM, June 9, 2013, 동권 : 스테이트가 어떻게돌아
7:23PM, June 9, 2013, 오성민 : 카운터는.....
7:23PM, June 9, 2013, 오성민 : 카운터도 원래 잇어야하는거?
7:24PM, June 9, 2013, 동권 : 카운터는 리셋없어도
7:24PM, June 9, 2013, 동권 : 인풋이 초기화 되있잖아
9:51PM, June 9, 2013, 오성민 : 칩 그림같은데서..ABCD나 0123 같은거에서 뭐가 MSB 이고 뭐가 LSB인지 정해져잇나..(헤롱)

5:49PM, June 10, 2013
5:49PM, June 10, 2013, 남형욱 : 오늘 저녁에 학교에서 논설 막판 공부 하실분 있나요
5:50PM, June 10, 2013, 정형식프원 : 자라지로 오세요 ㅋㅋ
5:51PM, June 10, 2013, 동권 : ㅋㅋ 막판공뷰
5:51PM, June 10, 2013, 동권 : 저번학기에 논설 시험 들어가기 1분전에 처음으로 본게
5:51PM, June 10, 2013, 동권 : 마지막문제로 나와서 로또잡은기억이 ㅋㅋ
5:53PM, June 10, 2013, you : 부럽다. 셤 뭐 나올건지 잘모르겠어...
6:22PM, June 10, 2013, 김경태 : 저번논설때뭐나왔나요ㅠ
6:54PM, June 10, 2013, 동권 : 음...저번학기는 대체로 엄청 쉽게나왓어요 ㅋㅋ 피피티 그대로나옴
6:54PM, June 10, 2013, 동권 : 근데 교수님이 다르셔서..
6:57PM, June 10, 2013, 이다솔 : 작년도이창건교수님아니셧어요??
6:57PM, June 10, 2013, 동권 : 작년은 권태경교수님!
6:57PM, June 10, 2013, 이다솔 : 아~ㅋㅋ
7:05PM, June 10, 2013, 김경태 : 그러쿤요ㅜ어렵다논설..

8:14AM, June 11, 2013
8:14AM, June 11, 2013, 오성민 : 다들 일어낫삼?
8:15AM, June 11, 2013, 오성민 : ppt 7장에 19page 0011또는 1100 레콩나이저 익사이테이션 이퀘이션 나오고
8:15AM, June 11, 2013, 오성민 : 이게 낸드게이트 14개로 할수잇다는데 어찌하지...(헤롱)

11:01PM, June 18, 2013
11:01PM, June 18, 2013, 이현제 : 논리설계랑 믘이산 결과 나왔네요
11:04PM, June 18, 2013, 정형식프원 : 헐

12:22AM, June 19, 2013
12:22AM, June 19, 2013, 남형욱 : 논설 ㅠ
12:28AM, June 19, 2013, 김경태 : 니잘봣고마
12:29AM, June 19, 2013, 김경태 : 유경인이사기캐네
11:12AM, June 19, 2013, 남형욱 : 정태희 유경인 이현승
11:13AM, June 19, 2013, 남형욱 : iq 괴물들
11:46AM, June 19, 2013, 최석원 호바스자전 : 논설잘보는건 딱히 iq의 문제가 아닌거같은데ㅋ
11:46AM, June 19, 2013, 최석원 호바스자전 : 형욱형은 이번엔잘봤어??ㅋㅋ
11:46AM, June 19, 2013, 김경태 : ㅇㅇ
11:46AM, June 19, 2013, 김경태 : 나빼고다잘봄
4:12PM, June 19, 2013, 남형욱 : 중간때 망해서 이번이랑 합치면 평타 쫌 넘는다 ㅋㅋ
4:17PM, June 19, 2013, 김경태 : 니에이자나
4:17PM, June 19, 2013, 김경태 : 그게펑타좀넘는거냐나쁜넘ㅡ.ㅡ
4:18PM, June 19, 2013, 이현제 : 남형욱 씨의 평타: A0
4:34PM, June 19, 2013, 남형욱 : 비플일듯
4:34PM, June 19, 2013, 남형욱 : 나 숙제 안낸거 있어서 ㅠㅠㅜ
4:44PM, June 19, 2013, 동권 : ㅋㅋㅋㅋㅋㅋ
5:13PM, June 19, 2013, 이소명 : 셤 끝났으니까 걱정하지 말고 이제 걍 놀아 ㅋㅋㅋㅋㅋㅋㅋ

8:38PM, June 24, 2013
8:38PM, June 24, 2013, 동권 : 논필자된분들 모두 ㅊㅋㅊㅋ
8:40PM, June 24, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋ
8:40PM, June 24, 2013, 이현제 : 논필
8:40PM, June 24, 2013, 정형식프원 : ㅋㅋ 늦게 검사맡아서 다들 인사도 못햇는데 덕분에 복학&컴공 첫학기 무사히 넘긴듯.... 다들 방학 질보내요 ㅋㅋ
8:41PM, June 24, 2013, 오성민 : 논필!
8:42PM, June 24, 2013, 이다솔 : 논필자가되어따!!!!!!!!!!
9:16PM, June 24, 2013, 남형욱 : (축하)
9:41PM, June 24, 2013, 최석원 호바스자전 : (이모티콘_라바)(축하)

4:55PM, July 4, 2013
4:55PM, July 4, 2013, 이현제 : <Photo>
4:55PM, July 4, 2013, 이현제 : 이렇게 들으면 버틸(...) 만 하려나요
5:22PM, July 4, 2013, 호정 : 301에서 43어떻게감ㅋㅋ
5:27PM, July 4, 2013, 이현제 : 뛰어내려가면 10분이면 되긴 됨
5:27PM, July 4, 2013, 이현제 : 그렇다고 공수1을 빼면 전전회가...
5:30PM, July 4, 2013, 호정 : 컴구나 프언을 빼렴
5:32PM, July 4, 2013, 이현제 : 흠....
5:32PM, July 4, 2013, 이현제 : 역시 저 시간표 그대로는 무리인가 ㅠ
5:51PM, July 4, 2013, 오성민 : 다들 뭐들음?
5:51PM, July 4, 2013, 오성민 : 아.. 논설 함깨 들응뷴들..
5:52PM, July 4, 2013, 노승은 : ㅋㅋㅋㅋ와 현제
5:52PM, July 4, 2013, 노승은 : 시간표 대박
5:52PM, July 4, 2013, 노승은 : 컴구프언프원전전회를 한큐에듣는구나
5:55PM, July 4, 2013, 오성민 : 컴프 프워 프언 한번에 듣는건 어떪?
5:56PM, July 4, 2013, 이다솔 : 성민이형논설내리셧어요 ㄷㄷ?
5:56PM, July 4, 2013, 오성민 : 내리다니?
5:56PM, July 4, 2013, 오성민 : 아니 논설 갸 받고가는데..
5:57PM, July 4, 2013, 오성민 : 논설 들은 사람들 ㅋㅋ ㅋ이번학기엔 뭐듣냐구
5:57PM, July 4, 2013, 노승은 : 자구들은사람들도 알려주세여 ㅋ
5:59PM, July 4, 2013, 이다솔 : 으억ㅋㅋ
5:59PM, July 4, 2013, 이다솔 : 전논설실삐마맞앗는데안내렷어요^_^
5:59PM, July 4, 2013, 이다솔 : 전담학기에컴프+프원!
6:00PM, July 4, 2013, 오성민 : 프언은?
6:00PM, July 4, 2013, 이상현 : 저는 순찰 대민지원 진압 수색을 듣습니다(방긋)
6:00PM, July 4, 2013, 동권 : ㅋㅋㅋㅋㅋㅋㅋ
6:01PM, July 4, 2013, 이현제 : 승은형 저 저렇게 안 하면 8학기 졸업 못 할 듯요 ㅋㅋ ㅠㅠ
6:03PM, July 4, 2013, 유경인 : 전 컴프 이산 프원 전전회요!
6:03PM, July 4, 2013, 이다솔 : 프언은3학년과목 ㅠㅠ
6:03PM, July 4, 2013, 호정 : 이상현ㅋㅋㅋㅋㅋ
6:03PM, July 4, 2013, 호정 : 컴구프언 3학년때들어
6:04PM, July 4, 2013, 이현제 : 많이 빡세?
6:04PM, July 4, 2013, 호정 : 컴프사티교수님이지 ㅎ
6:04PM, July 4, 2013, you : 아마 프원 전전회는 해야될거같고.... 다른거 추가할수도있고
6:05PM, July 4, 2013, 호정 : 응많이빡셀듯!
6:05PM, July 4, 2013, 이현제 : 학생설계전공이 통과된다는 보장이 없어서... ㅠ
6:12PM, July 4, 2013, 노승은 : ㅋㅋㅋㅋ상현이 너무웃기다 ㅋㅋㅋㅋ
6:12PM, July 4, 2013, 노승은 : 호정아 뭐들어?   
6:12PM, July 4, 2013, 호정 : 전아직안짜봤어요!
6:12PM, July 4, 2013, 이다솔 : 누나프원들으셧어용?
6:12PM, July 4, 2013, 호정 : 아마 이번에 컴과거 별로 안 들을 거 같아요
6:12PM, July 4, 2013, 호정 : 듣다 드랍함!
6:13PM, July 4, 2013, 은진수 cls 10 : 난 컴구 프언 알골 들을듯
6:13PM, July 4, 2013, 이다솔 : 그럼이번에같이들어요!!ㅋㅋㅋㅋ
6:13PM, July 4, 2013, 호정 : ㅋㅋㅋㅋㅋㅋㅎㅎㅎㅎ
6:14PM, July 4, 2013, 이다솔 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6:14PM, July 4, 2013, 호정 : 아마프원이랑알골듣거나할듯....
6:15PM, July 4, 2013, 이다솔 : 궅궅
6:15PM, July 4, 2013, 오성민 : 다소라
6:16PM, July 4, 2013, 오성민 : 자구 들을겨?
6:16PM, July 4, 2013, 이다솔 : 제시간표는프사에..
6:16PM, July 4, 2013, 이다솔 : 네안들을ㄷ거에요 ㅋㅋㅋ
6:16PM, July 4, 2013, 오성민 : 13학점 듣는거야?
6:17PM, July 4, 2013, 이다솔 : ㅎㅎㅎㅎ네
6:19PM, July 4, 2013, 정형식프원 : 헐ㅋㅋㅋ 다음학기 빡센동아리해? 
6:19PM, July 4, 2013, 이다솔 : 아니요.
6:19PM, July 4, 2013, 이다솔 : 프로그래밍의 원리 때문에요.
6:19PM, July 4, 2013, 이다솔 : 덕분에요.
6:19PM, July 4, 2013, 김종석 : 저 pl 프원 전전회 알골이요
6:20PM, July 4, 2013, 오성민 : 프원이 그리 빡세데?
6:20PM, July 4, 2013, 이다솔 : 아그냥전15이상들으면서같이하기힘들것같아서요ㅠㅠ!
6:20PM, July 4, 2013, 노승은 : 알골  알고리즘이지?  나도 알고리즘듣든지해야겠다
6:21PM, July 4, 2013, 김종석 : 네 알고리즘이요
6:37PM, July 4, 2013, 호정 : 종석이랑 현제랑 똑같네ㅋㅋ
6:40PM, July 4, 2013, 이현제 : 나 알고리즘 안 들어 ㅋㅋ
6:47PM, July 4, 2013, 정형식프원 : 난 컴프/프원/전전회/공수 이렇게..
6:47PM, July 4, 2013, 오성민 : 자구 안듣냐
6:48PM, July 4, 2013, 정형식프원 : 자구는 문병로선생님꺼 들으라는 말이 있어서..ㅋㅋ
6:48PM, July 4, 2013, 이다솔 : 싸구..
6:49PM, July 4, 2013, 은진수 cls 10 : 싸구...
6:49PM, July 4, 2013, 은진수 cls 10 : 어떨지 궁금하다 세상에ㅋㅋㅋ
6:49PM, July 4, 2013, 이현제 : 저도 내년에 문병로 교수님 강의하실 때 들을 듯요
6:50PM, July 4, 2013, 이현제 : 그런데 알고리즘 최근에 문병로 교수님께서 강의하신 적 있나요?
6:50PM, July 4, 2013, 노승은 : 근데 공수는 왜들어들??
6:50PM, July 4, 2013, 노승은 : 졸업하려면 자전도 공수들어야하나??
6:50PM, July 4, 2013, 이다솔 : 전기전자회로땜에그럴걸요!
6:50PM, July 4, 2013, 이현제 : 아뇨
6:50PM, July 4, 2013, 이현제 : 그런데 전기전자회로에서
6:50PM, July 4, 2013, 정형식프원 : 난 전전회때매 ..ㅜㅜ
6:50PM, July 4, 2013, 이현제 : 라플라스 변환이랑 푸리에 급수가 필요하대요...
6:51PM, July 4, 2013, 노승은 : 아냐 ㅋㅋ
6:51PM, July 4, 2013, 노승은 : 나 전전회들었는데?? 공수안듣고
6:51PM, July 4, 2013, 이현제 : 형... 원래 수학 하시던 분께서 그러시면 안 됩니다
6:51PM, July 4, 2013, 정형식프원 : 미방이랑 선대들은거 아님?ㅋㅋ
6:51PM, July 4, 2013, 노승은 : 미방도안들았거
6:51PM, July 4, 2013, 노승은 : 선대1은들었다 
6:51PM, July 4, 2013, 이현제 : 흠.....
6:51PM, July 4, 2013, 이현제 : 어떡하지
6:52PM, July 4, 2013, 노승은 : 근데정말로 간단한미방정도만 쓰였었어
6:52PM, July 4, 2013, 정형식프원 : 차라리 단학기 선대를 들을까
6:52PM, July 4, 2013, 이현제 : 그런데 공수를 빼도 마땅히 넣을 만한 게 없다는 게 함정
6:52PM, July 4, 2013, 노승은 : 진짜 선대도들을필요없는데  만약 순전히 전전회를 듣기위해서라면 ㅋㅋ
6:52PM, July 4, 2013, 이현제 : 공수가 이공계 학문의 기초로 인정되긴 하는데
6:52PM, July 4, 2013, 이현제 : 흠...
6:52PM, July 4, 2013, 오성민 : 내년 1학기 교환때문에 싸구를 들을수밖에 없네
6:52PM, July 4, 2013, 오성민 : 그냥 혼자공부해 ㅋㅋㅋ 수학
6:53PM, July 4, 2013, 노승은 : 공수듣고들으면 훨 편하긴할겨!! 그래도 알려주고싶었어 ㅋㅋ
6:53PM, July 4, 2013, 오성민 : 어차피 전공수업 들어도 혼자공부하게 된다는.. 수학.....
6:53PM, July 4, 2013, 오성민 : 나만그른가
6:53PM, July 4, 2013, 이종혁 cls09이조 : 공수 들어두면 좋긴좋던데 ㅋㅋ
6:53PM, July 4, 2013, 오성민 : 근데 문병로교수님 자구는 1학기에만 열리는거?
6:53PM, July 4, 2013, 이종혁 cls09이조 : 전기과랑 같이들어서 학점은 빡셌지만
6:53PM, July 4, 2013, 이현제 : 이번엔 전기과랑 따로예요
6:54PM, July 4, 2013, 이종혁 cls09이조 : 아직 커리큘럼이 같을진 모르겠는데 우리땐 그수업하나로 선대랑 미방은 거의다해서..
6:55PM, July 4, 2013, 이현제 : 그럼 저는 그냥 안전하게 공학수학을 들어야겠군요
6:55PM, July 4, 2013, 이현제 : 그런데 혹시 공학수학 2 들어보신 분 있으신가요?
6:56PM, July 4, 2013, 이종혁 cls09이조 : 공수2가 개설한 과별로 내용이 달랐어요 아마
6:56PM, July 4, 2013, 이소명 : 왜 다들 벌써 시간표 짜요?? 방학 시작한지 얼마 됬다고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6:57PM, July 4, 2013, 정형식프원 : 심심해서.......(부끄)
6:57PM, July 4, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
6:58PM, July 4, 2013, 이현제 : 공학수학 1은 전기전자회로 연계인 건 알겠는데 컴퓨터공학부 공학수학 2는 어디 쓰는지 몰라서...
7:07PM, July 4, 2013, 오성민 : 자구가
7:07PM, July 4, 2013, 오성민 : 다른과목 베이스 되기도해?
7:08PM, July 4, 2013, 이현제 : 컴퓨터구조나 알고리즘에서 권장선수과목이긴 해요
8:56PM, July 4, 2013, 최석원 호바스자전 : 프원이랑 프언 서로 많이 관련있나요? 두개 같이 들을까하는게 문제잇을까요?
8:57PM, July 4, 2013, 유경인 : 숙제때매 죽지말고 전전회 이산이나 듣자
8:57PM, July 4, 2013, 유경인 : ㅋㅋㅋㅋㅋ
8:58PM, July 4, 2013, 유경인 : 더러운거빨리끝내야징

9:34PM, July 18, 2013
9:34PM, July 18, 2013, 남형욱 : 오랜만에 이방 살리는 겸 홍보
9:35PM, July 18, 2013, 남형욱 : 저희 사이언스토크에서 다음주 월요일 오후에 성균관대 cogeng 연구실로 랩투어를 가는데요
9:36PM, July 18, 2013, 남형욱 : 여기 조광수 교수님 랩이 UI/UX쪽으로 되게 유명해요
9:36PM, July 18, 2013, 남형욱 : 여기 조광수 교수님 랩이 UI/UX쪽으로 되게 유명해요
9:36PM, July 18, 2013, 남형욱 : 관심있으신분 있으실거 같아서 혹시 같이 가고싶은 분은 연락주세요!
9:36PM, July 18, 2013, 이다솔 : 아진자가고십다ㅠ
9:42PM, July 18, 2013, 정형식프원 : 아아아... 드클 ㅜㅜ

4:14PM, July 26, 2013
4:14PM, July 26, 2013, 이현제 invited 손성호 cls 91년.
4:14PM, July 26, 2013, 이현제 : 학생설계전공 인공지능공학 하시는 10학번 손성호 선배님입니다.
4:30PM, July 26, 2013, 최석원 호바스자전 : 안녕하세요~
4:36PM, July 26, 2013, 정형식프원 : 공수 수강반제한 걸려서 전화해봤더니 제가 1학년이 아니어서 그렇다네요ㅜㅜ 자리 남으면 풀지도 모르는데 1학년들 거의다 듣기 때문에 전산상으로 넣기는 힘들다고 보면 된대요 넣으실분들(현제?) 참고 ㅋㅋ
4:44PM, July 26, 2013, 손성호 cls 91년 : 안녕하세요~
4:53PM, July 26, 2013, 이현제 : 초안지 허락 받았어요
4:53PM, July 26, 2013, 이소명 : 벌써? 아직 예비 수강신청 기간 아냐?
5:08PM, July 26, 2013, 호정 : 와오늘이예비수강신청일이라니
5:17PM, July 26, 2013, 노승은 : 호정이 아름다움과 함께 기억까지 흘리고다니나보구나
5:23PM, July 26, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋㅋㅋ
5:24PM, July 26, 2013, 손성호 cls 91년 : 나는 뭐 흘릴거 없나
5:24PM, July 26, 2013, 이소명 : (돈)
5:46PM, July 26, 2013, 호정 : ㅎ......
5:46PM, July 26, 2013, 호정 : 탈탈...
5:49PM, July 26, 2013, 손성호 cls 91년 : 헐...
5:50PM, July 26, 2013, 손성호 cls 91년 : 돈은 흘릴수 엄따
5:52PM, July 26, 2013, 전민영 cls11이조 : (똥)
5:55PM, July 26, 2013, 전민영 cls11이조 : 똥개그 죄송... 21명이나 되는 줄 몰랐네요
5:57PM, July 26, 2013, 노승은 : 민영이 보내고나서 3분동안 고민했나보다 
5:57PM, July 26, 2013, 노승은 : 담부터 자제해줘!
5:57PM, July 26, 2013, 전민영 cls11이조 : 웅ㅠㅠ숫자만줄어드는게가장무섭다는...
5:59PM, July 26, 2013, 호정 : ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
9:57PM, July 26, 2013, 동권 : ㅋㅋㅋㅋㅋㅋㅋㅋ

7:19AM, August 1, 2013
7:19AM, August 1, 2013, 이현제 : 다음 학기 휴학하시거나 이미 휴학중이신 짝수 학번 학우 분 식사 대접할 테니 부탁 하나만...

11:47PM, August 7, 2013
11:47PM, August 7, 2013, 김종석 left this chatroom.

10:46PM, August 22, 2013
10:46PM, August 22, 2013, 이소명 left this chatroom.

10:25PM, August 24, 2013
10:25PM, August 24, 2013, 남형욱 left this chatroom.
10:29PM, August 24, 2013, 이현제 invited 남형욱.
10:29PM, August 24, 2013, 이현제 invited 이소명.
10:29PM, August 24, 2013, 이현제 : 자전컴공
10:30PM, August 24, 2013, 손성호 cls 91년 : 와우
11:24PM, August 24, 2013, 이소명 : ok

2:22AM, August 27, 2013
2:22AM, August 27, 2013, 동권 : 저 9월 12일에 문화관에서 스핀 공연하는데 7시에 심심하신분들 보러오세요 ㅋㅋ
2:23AM, August 27, 2013, 동권 : 엇 생각해보니 공지로는 띄우면 안되는데;; 필요하신말씀 띄우세요 ㅋㅋ
2:23AM, August 27, 2013, 동권 : 자전컴공방입니다
